gold_label,Premise,Hypothesis,pred_label,pred_expl,heuristic
entailment,"Because the professor mentioned the doctor , the president avoided the artists .",The professor mentioned the doctor .,contradiction, the professor can not be the doctor and the doctor at the same time .,constituent
entailment,"Though the lawyers encouraged the scientist , the manager performed .",The lawyers encouraged the scientist .,entailment, the doctors who the patient was the scientist .,constituent
entailment,"Though the actor believed the authors , the doctors ran .",The actor believed the authors .,entailment, the pope was the name .,constituent
entailment,"Although the tourist avoided the judges , the athletes recommended the actor .",The tourist avoided the judges .,entailment, the tourist is the judges .,constituent
entailment,"Before the scientist arrived , the manager contacted the presidents .",The scientist arrived .,neutral, the scientist was just arrived .,constituent
entailment,"Because the professors danced , the judges slept .",The professors danced .,contradiction, the ballerinas were just because they were slept .,constituent
entailment,"Before the lawyer admired the artists , the managers contacted the presidents .",The lawyer admired the artists .,entailment, the lawyer is the same as the author .,constituent
entailment,"Though the secretary danced , the actors slept .",The secretary danced .,entailment, the nuns who are dancing are the actors who sat .,constituent
entailment,"While the managers ran , the doctor recommended the senators .",The managers ran .,entailment, the greyhound ran is a rephrasing of the first sentence .,constituent
entailment,"Since the bankers believed the manager , the lawyers helped the judge .",The bankers believed the manager .,entailment, the manager is the name of the manager .,constituent
entailment,"Since the students mentioned the professors , the president avoided the secretary .",The students mentioned the professors .,entailment, students are the same as students .,constituent
entailment,"Before the actors stopped the authors , the artists ran .",The actors stopped the authors .,entailment, actors are the same as the actors .,constituent
entailment,"While the professors performed , the bankers advised the athletes .",The professors performed .,entailment, the surgeons perform the routine .,constituent
entailment,"While the student mentioned the judges , the managers performed .",The student mentioned the judges .,entailment, the teacher who the judges is the same as the student showed the judges .,constituent
